formula,transition temperature
Y1Ba2Cu2.9Fe0.1O6.62,4.2
Pr1.86Ce0.14Cu1O4,19.35
La0.28Pt0.72,0.54
La0.8Y0.2Fe1As1F0.11O0.89,30.3
Y1La0.2Ba1.8Cu3O7.26,67.6
Yb1Pd2Sn1,2.06
Bi2Rb1,4.25
Mg1B1.868C0.132,33.15
Y0.95Pr0.05Ba2Cu3O6.95,91.5
Y1Ba1.5Sr0.5Cu3O6.9,86.3
Y1Re0.15Ba2Cu2.85O7.17,91.0
Rh3Th7,2.15
Be0.98Re0.02,9.6
As0.5Ni0.06Pd0.44,1.39
Ga0.5Ge0.5Nb3,7.3
Sr0.062Bi2Se3,2.48
Y1Ba2Cu2.95Fe0.05O6.6,26.2
Ca0.67Sr0.33Fe2As2,22.0
La0.7Y0.3,1.85
Hf0.16Ta0.84,5.98
Nb79.1Sn9.4Al2.1Ge9.4,8.2
N0.93Nb0.85Zr0.15,13.8
Ag1Sn1Se1.8S0.2,5.79
Sr1Rb1Fe4As4,35.1
Y0.75Ca0.25Ba2Cu2.75Co0.25O6.8,61.0
Y1Ba2Cu2.95Zn0.05O6.56,24.0
La1.475Nd0.4Ba0.125Cu1O4,7.5
Be0.858Cu0.142,0.56
V0.737Ga0.213Al0.05,12.6
Be22Re1,9.51
Pb0.6Cu0.4Sr1La1Cu1O5.05,37.6
Ag0.825Sn0.175,0.055
Gd0.45Ca0.4Hf0.15Ba2Cu3O7.08,71.9
Ni0.05Rh0.04Ti0.91,3.5
Ho0.85Y0.15Ni2B2C1,9.3
Y0.3Cd0.7Ba2Cu3O7,87.0
Mg0.4Al0.6B2,8.925
Nb3Pt1,9.516428571
Nb98.68O1.32,7.85
Nd0.9Pr0.1Ba2Cu3O6.85,48.3
V1Nb2Sn1,9.8
Y0.91Th0.09C2,3.7
Y0.8Ca0.2Ba1.4La0.6Cu3O7.15,66.0
Bi1Zr3,2.84
Y0.76Ca0.24Ba2Cu2.64Co0.36O6.96,66.0
Rh0.33Ta0.66,7.0
Bi2Sr1.3La0.7Cu1O6.422,22.6
Eu0.48K0.52Fe2As2,30.0
La1Ni0.65Bi2,4.0
U0.9397Th0.0603Be13,0.344
Cd0.1In0.9La3,9.55
Lu4.5Sc0.5Ir4Si10,6.06
Nb80Ga15Co5,9.17
Na0.35Co1H2.6O3.3,4.66
Bi2Sr2Ca1Cu2O8.373,47.2
La1.8Er0.2Ba2Ca0.4Cu4.4O10.371,40.0
Y1Ba2Cu3.97Ni0.03O8,70.4
Y0.6Ca0.2Pr0.2Ba2Cu3O7,67.1
Rb0.23W1O3.05,5.01
Bi1.95Sr1.65Pr0.4Cu1O4,35.0
Ho1Ni1.972Co0.056B2C1,2.4
La0.8Y0.2Fe0.99Mn0.01As1F0.11O0.89,25.3
Nd1Ba1.7La0.3O6.77,57.5
Hf0.99Ta0.01V2,9.11
Nd1.85Ce0.15Cu0.996Ni0.004O4,13.5
Ir0.73Os0.17Ru0.1,0.34
Fe1Se0.874Sb0.046,9.2
U1Pt2.991Pd0.009,0.345
Mo0.84V0.16C1,12.9
Si,6.666666667
La1.3Ba1.4Sr0.3Cu3O6.91,50.0
Ir0.97Ta0.03,0.127
Pb0.6Cu0.4Sr1La1Cu1O5.09,36.7
Nb3Al0.62Ge0.38,17.2
La1Os1Ru3P12,7.0
Y1Ba2Cu3.928Zn0.072O8,31.0
Eu1Th3.4Ru0.6B4,1.5
Y1Ba2Cu2.94Ni0.06O6.94,83.5
Zr2Co0.8Ni0.2,5.83
Ba1Fe1.25Ru0.75As2,21.0
Ce1Co1In4.9992Hg0.0008,2.254
Er1Ba2Cu3O6.92,90.0
Hg0.5Fe0.5Sr2Y0.3Ca0.7Cu2O6.65,72.5
Nd1.1Ba1.7Sr0.2Cu3O6.858,70.0
La1.85Sr0.15Cu0.992Al0.008O4,27.1
Mg1C1Ni2.91Cu0.09,6.0
Pb2.04Sr2.07Y0.61Ca0.38Cu3O8,65.0
La3In0.9Cd0.1,9.55
Er4Rh6Sn19,1.2
Ca10Pt4.1Fe9.9As18,32.2
Bi4Sr3Ca2Y1Cu4O16,43.5
La1.79Sr0.21Cu0.98Ru0.02O4,11.2
Y1Rh1Al1,0.9
Ca0.85Pr0.15Fe1As2,21.0
Sr1.9Ca0.1V1Fe1As1O3,25.8
Ca0.33Na0.66Fe2As2,33.0
Nb3Al0.9Zn0.1,18.1
Ba1Fe1.856Ni0.144As2,6.185
Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.36,19.0
La1.5Er0.5Ba2Ca1Cu5O11.907,78.0
Mo0.3Nb0.1Re0.6,10.1
La1.822Ba0.178Cu0.99Ni0.01O4,18.2
In0.05Pb0.95,7.091
Y0.6Pr0.4Ba2Cu3O6.61,26.0
Bi2Sr2Cu1O6.16,10.0
Ta1Ru1Si1,3.15
Ru1Sr1.6Ba0.4Gd1Cu2O8,39.0
Sm1.28Ba1.72Cu3O7.03,43.6
Al0.9Nb3Sb0.1,18.06
Lu0.32Dy0.68Ni2B2C1,2.0
Y0.8Ca0.2Ba2Cu3O6.41,32.4
La1.79Nd0.1Ba0.11Cu1O4,13.0
B1Sr2Ca2Cu3O9,75.0
Sm1Fe1As1O0.67,55.0
Y1Ba2Cu2.64Fe0.36O7.12,32.0
Ir0.9Re0.1,0.34
Nb3Sn0.39Ge0.61,7.6
Pb0.5Sr1.8Ba0.2Y0.85Ca0.15Cu2.5O6.98,25.0
Th0.998U0.2,0.304
Nd1.85Ce0.15Cu0.995Zn0.005O4,18.0
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.19,24.0
Y0.5Ca0.5Ba1.1La0.9Cu3O7.15,70.0
Ba0.65K0.35Bi1O2.984,27.9
Ni2Zr0.5Nb0.5Ga1,2.0
Nb0.87Ta0.13,8.15
Lu5Ir1.2Rh2.8Si10,4.8
Bi2Pd1,3.823333333
Ag0.1Tl0.9,3.57
Ba1Ag0.2Si1.8,3.2
Tm1Ir2Rh2B4,4.38
La0.76Th0.24Pb3,1.46
La2.9952Gd0.0048In1,8.5
La1Ni1B1N1,1.96
Be0.86Pb0.14,9.7
Tl0.5Pb0.5Sr2Ca1Cu2.98Zn0.02O7,71.0
Au0.328Ga0.672,1.668
Y0.9Cd0.1Ba2Cu3O7,89.9
Pb0.9875Tl0.0125Te1,1.35
Au0.07Zr0.93,2.52
Sn1Ta2V1,3.7
Mg0.93Al0.07B2,35.8
Ag7F1O8,0.3
Tl1Sr1.5Er0.5Ca1Cu2O7,78.0
Y0.887Ba1.962Ca0.15Cu4O8,91.8
Y0.99Ca0.01Ba2Cu4O8,78.7
Nb0.9V0.1,6.95
Ba2Ca3Cu4O10.35,116.0
Gd1Ba2Cu3O6.9,92.0
Nb3Sn0.8Al0.2,16.85
Th0.2Zr0.8,3.3
Eu0.5K0.5Fe2As2,32.16666667
C0.97Ta1,11.84
Hg0.048In0.952,3.427
La1Fe0.85Co0.15As1O1,3.0
Y2Ba4Cu7O15.1,92.8
Au0.14Te0.86,1.7
Mo0.816Zr0.034B2,8.14
Nb2.9175Ti0.0825Al1,16.0
Y0.57Pr0.43Ba2Cu3O7,22.0
Ru0.47V0.53,4.53
U0.4La0.6Pd2Al3,0.6
Li2Mo15Se19,2.6
C6I4O2,0.8
In0.2Pb0.8,6.95
Nb0.7425Zr0.0075Al0.25,17.4
Ca1.89Na0.11Cu1Cl2O2,15.14
Bi2Sr2Ca1Cu1.97Ni0.03O8,77.0
Tm5Rh6Sn18,2.22
La1.87Ca0.13Cu1O4,28.0
Y1.2Ba2Cu3O6.98,93.4
Nb1Ru1Si1,2.65
Y2Ba4Cu7O14.68,60.0
Hg1.4Tl0.6Ba2Y0.8Ca0.2Cu2O7.83,50.0
Y1Ba2Cu2.8Fe0.2O6.76,27.8
Mo0.15V0.85,2.28
K0.85Bi1.15O3,7.4
In0.01Pb0.99,7.173
Bi2Sr2Ca0.8Y0.2Cu2O8.34,86.0
Re0.15Ta0.85,0.75
Sm1Ba2Cu3O6.813,83.6
B1Mo2,4.1125
Ca10Pt4.6Fe9.4As18,22.5
Y0.6Pr0.4Ba0.6Sr1.4Cu3O6.89,49.0
Ce0.2Nd0.8Bi1S2F0.3O0.7,2.33
Er1Ba2Cu3O6.67,85.0
La1.798Nd0.052Ca0.15Cu1O4,31.6
Ba0.65K0.35Fe2As2,38.0
Pr0.8Sr0.2Fe0.7Co0.3As1O1,4.48
Lu1Ni1.97Co0.06B2C1,14.0
Pr0.65Sr0.35Fe1As1O1,16.5
Sr0.5Ce0.5Bi1S2F1,2.8
Y0.925Ca0.075Ba2Cu3O6.93,86.3
La1.895Ce0.105Cu1O4,24.3
Ba0.5K0.5Fe1.8Ni0.2As2,11.1
Ba0.4K0.6Fe2As2,31.2
La1.76Ba0.24Cu1O4,14.0
Ca10Pt4.054Fe9.7As18,26.5
Bi2Sr2Ca0.8Y0.2Cu2O8.26,92.0
Sr1Ga0.65Si1.35,2.58
Cd0.96Mg0.04,0.24
Tl1Ba2Ca0.9Y0.1Cu2O7,86.1
Y1.2Mo6S8,2.1
La2.8Ba3.2Cu6O14.07,13.0
La1.73Sr0.27Cu0.94Ni0.06O4,34.4
Sc1Mo6S7,2.67
Eu1.55La0.3Ce0.15Cu1O4,10.0
C1Mo2,6.021666667
Al1Ce0.01La3,3.92
Sr1Fe1.816Co0.184As2,13.4
Mo0.98Nb0.02Ga4,8.0
Y0.85Ca0.15Ba2Cu2.85Co0.15O6.78,57.5
Nb3Sn0.8In0.2,17.8
Hf0.5Ta0.5,6.28
H0.46Mo0.1Nb0.72Pd0.18,4.82
Na0.3Pb1Ta2S5,3.7
Sr1Pd1.92Pt0.08Ge2,3.23
Tl0.5Pb0.5Sr2Ca0.9Y0.1Cu2O7,99.3
Nb3Al0.5Ga0.5,18.75
Ho0.95La0.05Ni2B2C1,6.62
Cu0.05V0.95,3.85
Y0.9Ca0.1Ba2Cu3O6.8,84.1
Si1Th1,2.41
W1F0.41O2.59,0.42
Ni0.011V0.989,3.82
Ba1Fe1.946Pd0.054As2,12.3
Bi0.066Mo0.264Cu2.67Sr2Y1O7.32,31.0
Hg0.95Re0.05Ba2Cu1O4.372,97.0
Ga2Ge2U1,0.87
Yb3Co4Sn13,2.5
Sn0.01V0.99,4.21
Sr1Pd1.99Pt0.01Ge2,2.82
La1Pt1.85Ge2.15,1.86
Ba1Fe0.875Ru1.125As2,21.3
Tl0.5Pb0.5Sr4Cu2C1O3O7,71.0
La1Mg2,1.05
Nb4Co1Si1,6.0
La1.75Nd0.125Sr0.125Cu1O4,17.5
Ir0.2Ru0.05Zr0.75,6.8
C2Re1W1,3.8
In0.005Pb0.995,7.181
La1.4Ba1.5Ca0.1Cu3O6.903,25.0
Pd1V3,0.081
Sm1.15Ba1.85Cu3O6.95,77.3
Pb0.5Cu0.5Sr0.9La1.1Cu1O5.08,37.7
La2.7Gd0.4Ca0.8Ba3.1Cu7O16.537,74.0
Hf1V2H0.5,7.33
Y0.9Ca0.1Ba2Cu3O6.3,28.1
Nb0.26U0.74,1.85
La0.92Gd0.08Sn3,4.28
Y2Fe1C4,3.6
Nd1.35Ba1.65Cu3O7.02,35.9
Nb0.33Ti0.67,9.3
Y0.6Pr0.4Ba1Sr1Cu3O6.89,53.0
Y0.76Ca0.34Ba2Cu2.55Co0.45O6.95,51.0
Y0.5Ca0.5Ba1.2La0.8Cu3O7.12,82.0
La0.75Pr0.25Pb3,0.8
La1.81Ca0.19Cu1O4,32.0
Eu1.6Pr0.4Ba4Cu7O14.761,63.0
Pr0.8Sr0.2Fe0.85Co0.15As1O1,15.9
Fe1.8Co0.2As2Sr4Mg1Ti1O6,24.0
Y1Ba2Cu2.7Zn0.3O6.74,45.0
V75Si2.57Ga22.4,13.32
Mo0.6Re0.395,10.6
Y1Ba2Cu3F0.15O6.7,89.5
Y0.8Pr0.2Ba2Cu4O7.95,74.0
Nd1Ba2Cu2.95Ga0.05O6.59,53.0
La1.85Sr0.15Cu0.993Ni0.007O4,32.6
Sr0.5Eu0.5Fe1.76Co0.24As2,8.45
Re1Ta1,0.65
Nb1.01Se2,7.05
Nb0.75Rh1.25,2.7
Ti0.66Zr0.33,1.36
Au1Ga1,1.2
Ti1Se2,0.9
Ir0.3Rh0.64Se2,8.39
Ce1Ge2Rh1,0.45
Ta0.84W0.16,1.86
Nd1Fe0.85Rh0.15As1O1,14.7
Pb2Sr2Ho0.5Ca0.5Cu2.982Al0.018O8,63.6
Y1Ba2Cu3O6.516,58.2
Li0.4Zr1N1Cl1,12.5
Yb1Ba2Cu3O6.93,89.5
Y1Ba1.78La0.22Cu4O8,37.9
Ca0.92La0.08Fe8.6Pd4.2As18,13.5
Mg1C1.25Ni3,7.35
Nb77.5Sn5.6Al11.3Ge5.6,15.2
Ru1Sr1.94La0.06Eu1Cu2O8,7.0
Fe1Se0.85,9.62
Ta0.15Zr0.85,4.29
Er0.01La0.99,5.305
Nb0.76Fe1.61Se0.96S1.04,18.0
Si23.27V75.15,15.94
Ag0.7Mo3Se4,5.96
Cu4.5Sr2Ca3Cr0.5O11.45,71.0
Os0.15W0.85,2.2
Bi0.33Hg0.67Sr2Y1Cu2O7,74.0
Mo0.66Re0.34,11.8
La1.795Sr0.205Cu0.98Ru0.02O4,15.5
Ir0.9Pd0.1,0.032
Y0.6Ca0.4Sr2Cu2Ga1O7,41.0
Li0.16Zr1N1Cl1,13.8
Cu1Rh1.7Sn0.3Se4,1.26
La1.9Er0.1Ba2Ca0.2Cu4.2O9.85,18.0
Ho0.8Lu0.2Ni2B2C1,8.77
Nd1.75Y0.1Ce0.15Cu1O4,21.0
Cu1Co1.8Cr0.2S4,2.7
La0.9Ba1.5Ca0.6Cu3O6.74,73.0
Sr0.95Y0.05Cu1O2,38.6
Bi2Sr2Ca0.65Y0.35Cu2O8.3,74.0
Y0.5Pr0.5Ba2Cu3O6.965,10.0
Y0.6Ca0.4Ba1.6La0.4Cu3O6.96,78.0
Hg0.7Mo0.3Sr2Cu1O4,36.0
Pr1Fe1As1F0.1O0.9,43.5
Cs1Sr1Bi0.25Pb0.75O3,7.5
Y1Ba1.9La0.1Cu3O6.85,67.0
Ce1Fe1As1F0.2O0.8,40.4
Hg3Mg1,0.48
Be22Mo1,2.5275
La2Ir3Si5,1.99
Tm4Y1Rh6Sn18,2.61
Y1Ba2Cu2.6Co0.4O7.03,11.3
La0.87Sr0.13Fe1As1O1,22.06666667
Nb25Ti50Zr25,7.2
Au0.22La0.78,3.4
Ir2Sc1,1.55
Mg1B1.92C0.08,38.3
Mo0.15Pa0.85,3.08
Cs0.86Fe1.66Se2,28.16666667
Y0.7Ca0.3Ba1.4La0.6Cu3O7.12,82.0
Cr0.125Ru0.875,1.2
Y0.8Ca0.2Ba2Cu3O6.53,80.9
B5Mo1.7Ti0.3,7.1
Pb0.96Tl0.04,7.06
Ni45Zr55,2.0
Ca10Pt3.28Fe9.72As18,6.0
Ag0.795Sn0.205,0.09
Ag0.885Sb0.115,0.019
Ca8.87La1.13Pt3Fe10As18,32.8
Er0.72Gd0.28Rh4B4,2.5
Gd0.6Pr0.4Ba2Cu3O7,20.9
La2.9628Gd0.0372In1,5.04
La1.82Ca0.18Cu1O4,33.0
Mo8.75Zr91.25,5.0
Na0.65Fe1.93Se1.6S0.4,32.0
Y0.9Pr0.1Ba2Cu3O6.8,65.6
Nb2.5Sn1V0.5,14.2
Tl0.5Pb0.5Sr4Cu2C0.9N0.1O7,76.0
Nb3Sb0.15Sn0.7Tl0.15,16.04
U0.9Th0.1Pd2Al3,1.28
Ru1Sr2Gd0.82Nd0.18Cu2O8,21.0
La1.35Ca0.15Nd0.5Cu1O4,26.0
Tm0.8Lu0.2Fe3Si5,2.79
Y2Fe3Si5,1.595
Y1Ba1.975La0.025Cu3O6.95,99.0
Hf1N0.989,6.6
Pd49.75V0.25Sb50,1.13
Sr2Ca1Cu2F2O4.6,99.0
Y0.9Pr0.1Ba2Cu4O8,72.025
Nd0.95Pr0.05Ba2Cu3O6.75,45.8
Sr1Fe1.766Co0.234As2,14.4
Y1Ni1.6Cu0.4B2C1,10.6
Co0.02Sn0.98Ta3,4.0
W1,0.0157
Y5Rh4Ge10,1.35
Sc0.9Y0.1Ni2B2C1,15.1
Sn1.15Ta1S3.15,2.85
Y1Ba2Cu3.84Zn0.16O8,31.5
Y1Ba1Sr1Cu2.95Sn0.05O6.96,73.8
C0.7N0.3Sr2Cu1O5.45,31.0
La1.85Sr0.15Cu0.993Fe0.007O4,26.25
Sn0.92Ag0.05Te1,1.66
Ba1Si2,5.3
Nb3Pb0.15Sn0.85,18.2
O1Ti1,0.72
Fe0.02Sc0.05Zr0.93,0.35
Nb1S3Sn1,2.85
Tm0.5Pr0.5Ba2Cu3O6.95,28.9
Ho1Rh0.8Ir3.2B4,1.26
Mo0.28Re0.72,6.5
Sn93In3.5Sb3.5,3.743
O1V3Zr3,7.5
Pr1Os0.4Ru3.6Sb12,1.04
Sr1Fe1.888Co0.112As2,2.0
Be5Ir1,1.5
Os0.0275Re0.9725,1.84
Ga0.1Ge0.9,5.3
Sm1Fe0.9Rh0.1As1O1,9.6
Y0.1La0.9Ba2Cu3O7.05,79.0
Nd0.92Pr0.08Ba2Cu3O7,68.2
Ca1Si2.2,1.37
Hg1.4Tl0.6Ba2Y0.3Ca0.7Cu2O7.68,66.4
Mg1B1.834C0.166,32.0
Nd1Fe0.7Ru0.3As1F0.11O0.89,21.3
Zr1Ni1.5V0.5,0.43
Lu0.9Ho0.1Ru1B2,7.53
Pb2Sr2Y0.5Ca0.5Cu3F0.8115O7.3458,78.0
Os0.05Rh0.04Ti0.91,3.5
Pd0.285Zr0.61O0.105,2.09
Tl1Sr1.5Yb0.5Ca1Cu2O7,84.0
Y0.8Ca0.2C2,2.82
Nb3Al0.991Ge0.009,19.0
Pd2Zr0.9Nb0.1Al1,2.1
Y0.6Pr0.4Ba1.2Sr0.8Cu3O6.89,52.0
Sr2Cu1C0.96B0.04O5,7.0
Hg0.698Tl0.302,3.888
Lu1Pd4B1C0.2,10.0
Pd5Se2,2.3
Al0.08Au0.92,0.088
Bi2Pd3Se2,0.96
Ba0.3K0.7Fe2As2,19.7
Ir0.69Y0.31,1.98
La1.765Nd0.125Sr0.11Cu1O4,26.0
Al1Sc1Au2,4.4
Ba0.45K0.55Bi1O2.83,18.95
Ti0.03V0.97,5.58
Ge0.02Nb0.98,5.2
Y1Ba2Cu2.98Zn0.02O7,85.0
Fe1Se0.42Te0.58,14.8
Mg0.81Al0.19B2,30.8
Nb50Ti10Zr40,9.8
Ag0.92Sn1.08Se2,5.57
Pd50.8725Fe0.1275Sb49,1.03
Mo0.02Nb0.98,8.41
Pr0.251Th0.749,0.53
Rh1Ta1,2.0
La5.8Y0.4Ca0.8Ba3.1Cu7O16.548,74.0
Mo1.8W0.2B1C1,6.82
Ca1.75Na0.25Cu1Br1Cl1O2,19.0
Nd1Fe1As0.2P0.8F0.1O0.9,6.98
Ir0.77Se2,3.5
In31.5Sb68.5,3.7
Fe1Te0.9Se0.1,9.6
Pd0.95Te2,1.89
Bi1.6Pb0.4Sr2Ca2Cu3O10.07,102.3
La0.2Ce0.8Ru2,4.227
Dy1Ba1Sr1Cu3O6.94,81.5
Y1.2Ba0.8Cu1O4,75.0
Tl1Bi1Te2,0.141
Mg0.9Al0.1B2,34.3
Sn0.057V0.943,1.6
Ba1Fe1.9Co0.1As2,19.5
Y0.75Ca0.25Ba2Cu4O8,82.9
Dy1Ba1.6Sr0.4Cu3O6.89,80.6
La1.85Sr0.15Cu0.985Co0.015O4,14.75
Ba0.87Nd0.13Fe2As2,4.76
Cu0.78Zn0.22Ir2S4,3.3
Ba0.5K0.5Fe1.92Zn0.08As2,34.3
La1Ba1Ca1Cu2.8Ni0.2O6.837,30.0
Sr1Fe1.57Ir0.43As2,24.2
Cs2Cr3As3,2.025
V50Ti49Zr1,7.7
B6La1,2.05
Th0.3Zr0.7,2.7
Cd0.18Sn0.72,3.65
Sr1Ga0.74Si1.26,3.85
Gd1Ba2Cu3H0.12O6.89,84.0
La1.8Sr0.2Cu0.65Ni0.35O4,8.0
Nd1Ba2Cu3O6.75,52.8
Y1La0.2Ba1.8Cu3O7.49,90.4
Mn0.02Ti0.98,1.9
Sn0.97As0.015Te0.985,0.051
Rb1Bi1O3,11.0
La1.81Sr0.19Cu0.94Ni0.06O4,26.4
Bi2Sr2Ca0.8La0.2Cu2O8.26,88.45
Y1Rh1.1Sn3.1,1.3
C0.198N0.747Ta1,10.74
Si3W5,2.7
Bi1Pb1Sr2Y0.65Ca0.35Cu2O8,76.0
Lu0.8Ca0.2Ba2Cu3O6.68,78.0
Ce1Ir0.8Co0.2Si3,0.62
Er0.65Ca0.2Hf0.15Ba2Cu3O6.83,80.9
Pd6Se1,0.66
La1Ru2P1.6B0.4,2.0
Sm0.8Ca0.2Ba2Cu2.8Zn0.2O6.87,45.0
Dy1Ba2Cu2.94Ni0.06O6.72,81.0
Au0.2Ga0.8,1.587
Ba1Ni2As1.972P0.028,0.634
Ba1Ni2As1.792P0.208,3.24
La2Cu0.985V0.015O4.021,40.0
Nd1.85Ce0.15Cu0.975Zn0.025O4,12.0
La1Pt0.9Ni0.1Si1,3.23
Rb0.6Bi1.4O3,11.0
La1.5Ba1.4Ca0.1Cu3O6.932,25.0
Bi1.6Pb0.3Sr2Ca2Cu3V0.1O10.12,102.5
Os0.006Re0.994,1.76
Tl1Ba0.6Sr0.4La1Cu1O5.16,22.0
La1.7575Pr0.0925Sr0.15Cu1O4,37.0
Bi2Sr2Ca1Cu1.99Fe0.01O8,74.1
W7Re13C1,7.3
Nd1Ba1.2Sr0.8Cu3O6.97,66.9
Er0.2Y0.8Pd2Sn1,4.38
Pd50.99745Cr0.00255Sb49,1.35
Sr2Cu1C0.95B0.05O5,12.5
Ce1Co1.67Ni0.33,0.46
U1Ru2Si2,1.231538462
Ge0.4Cu0.6Sr2Ca1.7Y0.3Cu3O9.3,77.0
Nb3Sn0.94Al0.06,18.0
Ge0.23V0.77,6.4
Lu2Sn1C1,5.2
Nb2.7V0.3Sn1,15.9
Te3Zr1,2.308333333
Bi2Sr2.1Y0.1Ca0.8Cu2O8.26,96.0
Ga0.5Mo5S6Sn1,13.3
B2Mg0.7,37.2
Y0.95Pr0.05Ba2Cu3O6.965,88.0
Mg0.99Fe0.01B2,34.7
Bi2Sr2Ca0.7Pr0.3Cu2O8.299,60.8
Dy0.9Tb0.1Ni2B2C1,4.7
Ru1Sb1,0.6
Re3V1,6.26
Nb0.5V0.5,4.25
Bi2Sr2Cu1O6.13,16.0
Ti0.5V0.5,6.905
Pb0.5Cu0.5Sr0.9La1.1Cu1O5.16,28.1
Sr1.5Ba0.5Y1Cu2.8Ti0.2O7,35.0
Cr0.02V0.98,4.08
Pd0.6W0.4,1.29
La1.88Ba0.12Cu0.99Ga0.01O4,8.2
Mo0.65Re0.35,10.2
Ca1La1Ba1Cu2.88Fe0.12O7,28.0
Tm0.84Lu0.16Fe3Si5,2.44
Ba1Fe1.856Cu0.088As2,2.15
Ca1Fe1.6Co0.4As2,2.0
Li0.9Mg0.1,11.0
Er0.94Ca0.04Ba2Cu2.82Co0.18O6.76,64.0
Pb0.7Eu0.3Gd0.2Mo6S8,14.3
Nb41.25Ta13.75Rh45,4.615
Yb1Ba1.6Sr0.4Cu3O6.88,80.2
Nb3Si1Sn1V3,4.0
Ga0.02Sn0.98,3.726
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6,22.0
Sm1.2Ba1.8Cu3O7.01,56.5
In0.25Tl0.75,3.64
La1Tl1.5Sn1.5,1.5
Rh0.0375Zr0.925,3.65
Pb0.9Zn0.1,7.12
La1.83Nd0.1Ba0.07Cu1O4,16.0
Y1Ba2Cu2.9Fe0.1O6.64,20.5
Nd1Ba2Cu3S1O6,69.0
Pt1,0.004156667
Cu1S4V2,4.45
Li1Zr1N1Cl1,14.4
Mo0.95Hf0.05C0.73,12.0
U0.962Th0.038Be13,0.546
Fe1Zr2,0.17
B5Mo1.7Ta0.3,7.0
Y1Sr2Cu2.675Ti0.325O7.1,56.0
Lu1Ru1B2,10.054
Y0.9Ca0.1Ba2Cu2.55Co0.45O7.02,18.0
Nb3Au0.7Pt0.3,11.5
Ta1S1.8Se0.2,2.75
Os1Re1Y1,2.0
Ce2Pd1In8,0.69
Th0.95Zr0.05,0.69
Be0.99Re0.01,9.25
Al0.964Ge0.036,2.74
Nb0.7275Zr0.0225Al0.25,14.6
La0.8Y0.2Fe0.997Mn0.003As1F0.11O0.89,28.9
Tl1,1.989218182
La1.87Sr0.13Cu0.98Li0.02O4,32.85
Bi2Sr2Ca1Cu2I0.1O8.21,83.9
Pb4Ag1Bi6Se14,1.075
Ta2Zr1,2.3
Sr1Fe1.9Ni0.1As2,5.5
La1.48Pr0.37Sr0.15Cu1O4,34.0
La0.81Gd0.06Sr0.13Fe1As1O1,17.1
La1.79Sr0.21Cu0.94Fe0.06O4,2.8
Th1.6Er0.4C3,8.2
La1.52Nd0.4Sr0.08Cu1O4,7.98
Ag2I1,0.066
Sr1Pd1.98Pt0.02Ge2,2.96
Pd0.04Rh0.29Zr0.67,8.56
Ca0.76Pr0.24Fe1As0.9Sb0.1,43.0
La0.9709Ce0.0291Sn3,3.47
Mo1.7Ta0.3B1C1,4.6
Rh0.03Zr0.97,5.626666667
Ba0.797K0.203Fe2As2,17.0
Nb3Sn0.9Al0.1,18.1
Mo5Si1B2,5.8
Ce1Fe1As0.7P0.3F0.05O0.95,18.15
Y2I0.4Br1.6C2,5.8
Nb3Sn0.91Ga0.09,18.3
Ag7H1F2O8,1.44
Y1Sr2Cu2.75Re0.25O7.3,49.0
Ni2Nb1Sn1,3.15
Y1Ba1.72La0.28Cu4O8,18.9
Bi2Ca2.5Gd0.5Cu2O8.33,4.0
Bi2Ca2.5Eu0.5Cu2O8.31,7.0
Y1Ba2Cu2.95Ga0.05O6.69,88.0
Sm1La0.85Sr0.15Cu1O3.98,30.0
Tb0.2Er0.8Ni2B2C1,7.1
Cu50Zr50,0.543333333
Bi0.1485Mo0.1815Cu2.67Sr2Y1O7.21,20.6
Tl1Ba1Ca1Cu2O5.5,114.0
Al0.175Nb0.775Zr0.05,10.0
Y1Ba2Cu3H0.21O7,86.0
Nb3Sn0.81Al0.19,14.6
Tl2Ba2Ca4Cu5O14,124.0
Sm1Ba2Cu3O6.65,32.8
Y0.6La0.4B6,4.4
Ba0.7K0.6Bi1O3,29.35
Nd0.1La1.7Sr0.2Cu1O4,35.0
La1Fe1As1F0.07O0.93,25.2
Ca1Fe1.87Co0.13As2,17.2
Sm1Fe0.84Ir0.16As1O1,17.3
In0.1Tl0.9,3.12
Y1Ba1Sr1Cu3O6.9,92.0
V0.65Ge0.1Al0.25,7.0
K0.08Zr1N1Cl1,13.0
Ca1Al0.1Ga0.9Si1,3.34
Al2Si2U1,1.34
Al5Re24,3.35
Y1Pt0.5Ge1.5,3.3
Nb3Al0.66Ge0.34,20.4
Ru1Sr2Gd0.91Nd0.09Cu2O8,23.5
Nb0.75Zr0.25,10.775
Gd0.6Ca0.25Hf0.15Ba2Cu3O7,81.3
In2Mo15Se19,1.5
Al0.046In0.151Sn0.803,4.38
U1Ir2Ge2,1.1
Y0.92Gd0.08Ru2,2.2
Sm1Fe0.85Ir0.15As1O1,16.0
C1Nb0.1Zr0.9,4.2
Tl1Sr1La1Cu1O5.09,30.0
Cu0.75Ga0.25Sr2Y1.3Ce0.7Cu2O8.6,12.0
Bi2F0.6S2O0.4,5.1
La0.99Tb0.01,2.53
Y1Ba2Cu3F0.1O7,91.0
Cs1Fe2As2,2.08
Ca0.8La0.2Fe2As2,40.0
In2Mo6Se6,1.425
Ti0.9V0.1,6.3
